Fecha,Nacional,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila,Colima,Chiapas,Chihuahua,Ciudad de México,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,México,Michoacán,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán,Zacatecas
2020-02-14,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,7,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2020-02-19,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-02-20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,7,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,4,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,9,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1
2020-02-25,13,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0
2020-02-26,25,0,0,2,0,1,0,0,1,4,0,1,0,0,7,3,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
2020-02-27,39,1,1,1,1,5,0,0,0,13,1,1,0,1,4,2,0,0,0,3,0,0,0,1,0,0,0,0,1,0,2,1,0
2020-02-28,63,2,0,0,0,2,0,0,3,17,0,3,0,1,6,1,0,0,0,9,1,4,1,3,0,2,0,0,1,0,7,0,0
2020-02-29,24,0,1,0,0,1,1,0,0,6,1,3,0,2,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0
2020-03-01,28,0,0,0,0,1,2,0,0,4,0,5,0,0,3,2,0,1,0,2,1,2,0,0,0,0,0,0,0,0,4,1,0
2020-03-02,77,0,3,1,0,0,0,0,0,24,2,3,0,1,12,7,0,0,0,9,0,1,0,3,0,2,2,2,0,0,1,3,1
2020-03-03,70,2,5,0,0,3,0,0,1,8,2,1,1,0,8,10,0,0,1,12,1,0,2,1,0,0,1,0,2,0,5,4,0
2020-03-04,66,0,3,1,0,2,0,0,0,17,1,2,0,2,10,6,0,0,0,7,0,1,1,0,4,1,1,1,0,0,2,2,2
2020-03-05,62,3,0,2,0,1,1,0,1,16,2,3,0,1,3,3,0,0,0,7,0,0,0,2,1,2,1,1,1,1,4,6,0
2020-03-06,52,2,0,0,0,0,0,0,0,18,1,0,0,1,9,4,0,1,0,4,0,0,0,3,0,1,1,0,2,0,5,0,0
2020-03-07,23,0,1,1,0,1,0,0,1,6,0,1,0,2,2,1,1,0,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0
2020-03-08,31,1,1,0,0,4,0,0,0,8,1,0,1,0,2,4,0,0,0,3,0,0,0,1,0,1,0,0,2,0,2,0,0
2020-03-09,77,0,7,3,0,3,1,0,0,22,7,2,3,2,4,5,0,0,0,9,0,0,0,2,0,2,0,0,0,1,3,1,0
2020-03-10,97,3,4,2,0,6,0,0,1,31,0,3,0,3,11,5,0,0,0,7,0,2,0,2,2,3,1,1,3,2,2,1,2
2020-03-11,105,2,4,1,0,2,4,0,0,36,1,1,0,3,9,8,0,1,0,9,0,12,0,4,1,1,0,2,0,0,3,0,1
2020-03-12,175,4,6,2,0,5,3,1,1,57,2,8,0,4,14,8,1,0,0,25,2,5,1,3,4,3,1,0,2,2,3,5,3
2020-03-13,221,1,14,2,0,2,0,2,1,54,1,10,5,0,18,16,8,0,0,41,0,10,7,5,3,2,1,2,2,1,9,2,2
2020-03-14,113,1,3,1,0,2,0,3,2,48,1,2,0,0,6,3,1,1,0,13,3,5,4,4,2,3,0,0,0,1,4,0,0
2020-03-15,128,10,2,1,1,5,2,1,1,32,1,3,1,0,14,5,0,2,1,6,1,4,3,6,10,4,1,1,1,0,2,6,1
2020-03-16,190,8,8,3,1,6,0,2,0,49,0,8,3,1,12,5,3,2,3,29,3,4,4,11,5,3,2,2,0,1,6,5,1
2020-03-17,363,6,10,3,0,6,0,1,5,96,4,9,7,11,38,19,4,1,0,43,5,17,2,10,10,4,9,1,5,1,27,6,3
2020-03-18,402,19,26,6,0,12,3,2,1,92,2,13,2,2,47,15,7,2,2,36,5,25,9,12,2,12,12,0,3,3,16,9,5
2020-03-19,473,12,21,2,0,11,3,3,7,111,6,27,2,2,53,21,7,7,0,47,7,24,15,13,8,5,7,9,5,9,13,13,3
2020-03-20,475,17,35,6,1,11,0,3,8,92,0,25,2,24,41,22,7,6,0,42,1,33,5,5,11,11,7,5,3,5,20,21,6
2020-03-21,328,13,18,6,0,10,0,6,2,34,1,40,0,1,30,20,10,0,3,32,2,14,17,7,14,4,6,8,4,5,6,9,6
2020-03-22,265,19,11,0,2,14,1,1,5,21,1,14,1,0,34,12,6,2,0,34,4,8,4,6,13,5,3,11,10,4,2,11,6
2020-03-23,689,18,59,12,0,9,6,2,6,79,6,46,12,10,89,48,11,11,5,60,8,27,16,12,25,22,10,18,11,7,18,16,10
2020-03-24,956,36,43,8,2,22,8,12,4,160,12,53,6,16,100,56,14,12,3,95,10,35,21,18,38,37,23,6,13,5,39,25,24
2020-03-25,1085,27,55,17,2,43,7,7,18,152,8,85,13,16,114,64,32,11,3,98,21,39,16,24,38,34,26,17,11,8,48,13,18
2020-03-26,1019,34,51,13,3,27,3,7,14,128,18,87,12,37,77,69,19,11,9,57,12,39,29,20,39,30,19,36,21,12,59,13,14
2020-03-27,1224,35,53,18,5,47,1,18,13,203,22,70,16,35,124,114,22,9,9,71,34,24,22,20,54,40,21,28,13,20,39,15,9
2020-03-28,602,17,27,7,1,21,1,7,6,80,3,62,10,15,54,52,14,6,10,41,5,9,14,7,28,14,17,22,5,8,20,17,2
2020-03-29,592,30,18,10,5,34,3,10,7,72,3,17,12,12,68,55,9,15,6,38,14,19,10,6,27,19,11,8,11,8,14,16,5
2020-03-30,1337,39,49,29,6,64,4,15,16,151,6,85,27,22,107,159,34,13,15,74,10,59,22,32,40,41,39,48,20,19,56,26,10
2020-03-31,1182,27,42,30,5,45,5,21,14,148,11,88,19,16,98,113,20,13,8,69,21,32,36,26,45,25,32,44,22,13,60,23,11
2020-04-01,1183,41,40,25,2,34,8,18,9,140,15,78,16,19,88,112,30,17,12,89,23,19,25,17,57,45,36,36,30,21,48,28,5
2020-04-02,1297,43,33,27,7,60,2,18,13,212,20,98,19,15,94,108,24,17,9,75,42,27,20,19,46,37,27,25,24,14,57,35,30
2020-04-03,1307,41,24,26,5,69,5,14,8,263,12,85,9,24,119,122,32,13,4,85,24,35,20,17,30,39,20,39,27,14,40,32,10
2020-04-04,801,30,13,21,2,49,0,9,7,95,27,32,7,8,116,97,20,11,6,46,12,17,4,8,27,51,15,17,9,4,13,15,13
2020-04-05,550,10,6,13,1,62,3,5,7,63,14,17,5,5,81,45,13,4,3,29,8,21,4,14,17,17,12,20,13,8,9,15,6
2020-04-06,1377,39,29,55,5,106,2,10,12,251,21,68,11,13,145,103,31,18,11,95,17,54,23,14,32,41,24,30,23,15,48,21,10
2020-04-07,1451,32,28,31,6,104,3,9,10,379,20,69,14,15,119,99,23,15,8,107,11,47,20,19,41,26,27,31,29,20,47,30,12
2020-04-08,1535,31,25,43,6,85,5,16,15,428,14,82,14,15,102,101,30,17,9,90,16,57,10,13,51,39,32,23,47,17,51,30,21
2020-04-09,1116,1,22,38,1,43,1,3,16,300,3,57,10,11,76,47,31,12,9,227,7,28,6,13,31,18,11,8,15,26,23,17,5
2020-04-10,1180,16,33,16,3,86,0,7,10,349,1,53,14,4,78,50,24,10,4,202,6,15,14,11,25,29,21,2,38,19,21,13,6
2020-04-11,593,21,9,18,5,38,6,6,12,125,0,50,7,2,80,36,11,5,2,14,15,10,9,5,20,19,8,2,10,7,21,16,4
2020-04-12,456,13,5,12,24,13,1,3,10,90,1,15,10,3,45,34,13,8,4,11,5,21,9,6,24,7,5,5,21,7,14,16,1
2020-04-13,1480,39,16,28,18,30,4,12,22,463,3,61,18,8,110,104,39,21,8,16,14,70,16,8,47,58,29,14,57,50,50,43,4
2020-04-14,1297,37,30,10,8,44,3,17,11,512,4,65,12,8,71,69,27,18,8,9,5,44,11,5,47,31,11,9,56,46,28,33,8
2020-04-15,1093,44,8,10,5,42,3,13,17,403,6,100,16,3,74,40,37,14,7,10,5,20,9,7,24,28,20,3,69,12,14,16,14
2020-04-16,806,23,3,6,7,24,2,10,8,257,3,89,16,4,60,41,47,5,5,3,2,17,5,8,19,26,13,8,65,10,7,8,5
2020-04-17,713,12,1,4,0,24,1,9,0,228,3,103,9,5,82,6,37,6,3,2,5,8,10,2,17,14,0,20,59,25,5,13,0
2020-04-18,104,0,0,3,0,3,0,3,0,13,3,9,0,2,6,2,0,0,2,0,2,0,1,0,0,1,0,5,48,0,0,0,1
2020-04-19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
