<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD:datos/series_de_tiempo/nuevos/covid19_mex_uci.csv
Fecha,Nacional,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila,Chiapas,Chihuahua,Ciudad de México,Guanajuato,Guerrero,Hidalgo,Jalisco,México,Michoacán,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán
2020-03-22,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
2020-03-23,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
2020-03-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,13,0,0,0,0,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
2020-03-27,10,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
2020-03-28,12,0,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2020-03-29,11,1,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2020-03-30,12,0,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
2020-03-31,11,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2020-04-01,18,0,1,1,0,1,1,2,1,0,0,1,0,1,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,3,0
2020-04-02,12,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2020-04-03,14,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2,0,1,0,0,0,0,1,1,0
2020-04-04,14,0,0,0,0,0,1,7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2020-04-05,23,0,0,0,0,0,0,6,0,0,0,1,1,0,1,0,1,1,0,0,2,0,0,3,0,2,0,2,0,1,0,2,0
2020-04-06,45,0,12,1,0,0,2,11,0,0,0,0,1,0,0,1,0,3,0,0,0,3,1,2,0,3,0,2,1,1,0,1,0
2020-04-07,34,0,2,0,0,0,1,11,0,0,0,0,1,0,0,1,3,5,1,1,0,1,0,2,0,1,0,1,0,0,1,2,0
2020-04-08,25,0,0,0,0,0,2,10,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,2,0,2,0,0,1,0,2
2020-04-09,20,0,0,0,0,1,0,6,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,3,1,0
2020-04-10,31,0,3,0,1,0,1,12,1,0,0,0,1,0,0,1,0,2,0,1,0,1,0,1,0,3,0,1,0,1,1,0,0
2020-04-11,28,0,0,0,1,0,5,9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,2,0,1,1,0,2,1,0
2020-04-12,31,0,2,0,0,0,3,12,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,2,0,1,0,0,1,0,2,1,1
2020-04-13,42,0,1,1,0,0,6,19,0,0,0,0,1,0,0,0,1,4,0,0,0,1,0,1,0,2,0,1,0,1,1,2,0
2020-04-14,34,0,2,1,0,0,2,11,0,0,0,0,1,0,0,1,1,5,0,0,0,0,0,1,0,0,0,7,0,0,1,1,0
2020-04-15,39,0,0,0,1,0,1,18,0,0,0,2,0,0,0,1,1,3,0,0,0,0,0,3,0,1,0,3,0,0,2,1,2
2020-04-16,45,0,0,1,1,0,7,17,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,6,0,0,0,5,1,1,2,0,0
2020-04-17,41,0,0,0,0,1,2,17,0,0,0,0,2,1,1,0,1,3,0,1,2,1,0,3,0,0,1,2,0,0,3,0,0
2020-04-18,50,1,3,0,1,0,6,15,0,1,0,1,0,0,0,1,2,6,0,0,1,3,0,1,0,0,1,2,0,1,3,0,1
2020-04-19,43,0,1,1,0,0,4,20,1,0,0,0,1,2,0,1,2,0,0,0,0,2,0,2,0,1,1,1,0,0,2,1,0
2020-04-20,49,1,1,0,0,0,4,21,0,0,1,1,2,1,1,0,2,3,0,1,1,1,0,2,0,1,0,3,0,1,1,0,0
2020-04-21,55,1,0,0,0,0,6,17,0,0,0,1,0,0,0,0,3,7,0,0,2,0,0,7,0,1,0,1,1,1,5,1,1
2020-04-22,72,0,0,0,1,1,8,24,0,0,0,1,0,0,0,1,4,5,0,2,4,0,0,10,0,0,1,2,1,0,4,3,0
2020-04-23,53,0,1,0,0,1,10,16,0,0,0,0,0,2,1,1,0,5,0,0,1,2,0,3,0,1,0,2,0,1,3,1,2
2020-04-24,59,0,0,0,0,0,6,17,0,0,0,0,1,2,0,0,1,3,0,1,3,5,0,4,1,2,0,4,0,2,5,1,1
2020-04-25,40,0,0,0,0,1,3,14,0,0,0,1,1,2,0,0,2,3,0,0,2,1,0,0,0,1,1,0,0,2,5,0,1
2020-04-26,56,0,2,0,5,2,4,15,0,0,0,3,1,1,0,0,2,5,0,0,1,2,0,1,1,2,0,1,0,6,1,1,0
2020-04-27,60,2,2,0,0,0,7,20,0,0,0,1,3,1,0,2,1,2,0,0,2,3,0,2,0,0,1,1,0,2,6,2,0
2020-04-28,71,0,0,0,0,1,4,17,0,0,0,1,2,3,0,0,1,6,0,2,1,4,2,8,1,2,1,0,1,6,8,0,0
2020-04-29,57,0,0,0,1,1,20,9,0,0,0,0,2,2,0,0,1,2,0,1,1,3,0,4,1,0,0,4,0,0,3,1,1
2020-04-30,54,0,0,0,1,2,4,16,0,0,0,0,1,0,1,0,1,6,0,1,1,5,1,1,0,1,1,1,0,2,6,1,1
2020-05-01,54,0,0,0,0,2,10,14,0,0,1,1,2,4,1,1,0,3,0,2,1,2,1,1,0,0,0,2,0,2,3,0,1
2020-05-02,58,0,0,0,1,2,14,8,0,0,0,1,2,3,1,1,1,8,0,0,0,3,0,2,0,0,2,0,0,1,8,0,0
2020-05-03,52,0,1,0,1,4,7,7,0,0,0,2,3,2,0,1,2,4,0,1,1,2,0,3,0,1,2,1,1,0,6,0,0
2020-05-04,49,0,1,0,0,1,4,13,0,0,0,1,2,2,0,2,0,4,0,0,2,2,0,4,1,2,0,1,0,1,4,0,2
2020-05-05,60,0,0,0,0,2,5,22,1,1,0,5,0,2,1,0,1,1,1,1,1,2,0,1,1,3,0,3,0,1,3,2,0
2020-05-06,58,0,1,0,1,1,4,11,0,0,0,0,5,2,0,2,1,3,0,0,3,0,0,4,0,2,0,3,2,2,8,1,2
2020-05-07,52,0,0,0,0,2,3,12,1,0,0,0,1,2,1,1,0,3,0,1,2,3,0,2,0,2,1,4,1,1,9,0,0
2020-05-08,54,1,0,0,0,1,5,16,1,0,0,3,1,0,0,0,0,3,0,0,0,4,2,2,0,1,0,2,0,1,10,0,1
2020-05-09,58,0,0,0,1,0,8,11,0,0,1,0,3,1,1,2,1,1,1,2,1,4,0,1,1,3,1,2,1,4,7,0,0
2020-05-10,66,0,1,0,1,3,8,17,0,0,0,0,6,1,5,0,0,0,0,1,2,1,1,2,1,5,0,0,0,6,4,0,1
2020-05-11,72,0,0,0,1,3,12,13,1,0,1,1,4,3,3,2,0,3,1,3,3,1,0,2,1,4,1,0,0,2,7,0,0
2020-05-12,61,0,1,0,2,1,5,10,0,0,1,0,3,1,4,1,2,2,0,1,6,1,0,1,1,1,3,3,0,5,4,2,0
2020-05-13,81,0,1,0,0,4,9,16,0,0,2,1,1,2,1,1,0,6,0,2,8,0,1,2,0,5,2,7,0,2,7,0,1
2020-05-14,59,0,0,0,0,2,4,13,0,0,0,1,2,2,1,0,2,1,1,2,2,4,1,1,1,2,0,4,0,1,7,4,1
2020-05-15,76,1,0,0,1,3,4,17,0,0,1,0,3,2,1,1,0,3,0,3,4,5,1,3,1,5,1,5,0,4,6,0,1
2020-05-16,50,0,1,0,1,0,5,14,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,2,6,0,4,1,1,9,0,0
2020-05-17,65,0,1,0,0,1,4,18,0,0,0,1,2,0,3,1,1,4,0,0,1,5,1,0,1,4,2,4,0,3,6,1,1
2020-05-18,62,0,0,0,1,1,5,12,0,1,0,3,9,1,0,0,0,3,0,0,0,4,0,4,2,4,0,2,0,5,5,0,0
2020-05-19,51,0,1,1,2,4,6,6,0,1,0,0,1,1,2,0,0,3,1,2,2,2,0,1,0,7,1,2,0,1,4,0,0
2020-05-20,40,0,0,0,0,1,6,4,0,0,0,0,0,2,2,0,0,2,0,1,0,1,1,2,1,4,0,6,2,1,4,0,0
2020-05-21,29,0,0,0,1,2,0,3,0,0,0,1,1,0,3,0,0,1,0,3,0,0,0,2,1,3,2,1,0,5,0,0,0
2020-05-22,28,0,0,1,2,2,0,3,0,1,0,2,0,0,0,0,0,0,1,1,1,1,0,4,0,3,0,2,0,3,1,0,0
2020-05-23,17,0,0,0,0,4,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,1,1,0,2,0,1,0,0,0
2020-05-24,6,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-05-25,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
>>>>>>> 1f173a1ca995776c79adc0f90b056728f92823b0
